created_at,text_stopremoved,sentiment_pred,text_stemmed,topic
2025-10-24,kebanyakan stalk komenan golkar sampe tidur kebayang bahlil allah,Negatif,banyak stalk komenan golkar sampe tidur bayang bahlil allah,1.0
2025-10-24,nyadar bahlil tu,Negatif,nyadar bahlil tu,1.0
2025-10-24,jogging ngosngosan istirahat minum ternyata disebelah spanduk golkar x bahlil anjaaay,Netral,jogging ngosngosan istirahat minum nyata belah spanduk golkar x bahlil anjaaay,0.0
2025-10-24,ak tim cyper pt km tim bahlil silakan,Netral,ak tim cyper pt km tim bahlil sila,1.0
2025-10-24,mending mimpi dikejar pocong kak mimpi ketemu bahlil,Negatif,mending mimpi kejar pocong kak mimpi ketemu bahlil,2.0
2025-10-24,berbahaya licik licin singkat bahlil,Negatif,bahaya licik licin singkat bahlil,0.0
2025-10-24,dulu bahlil tu miskin kaya langsung begini kelakuannya allah cabut berkah hidupnya sadar makanya ngerasa kurang terus,Negatif,dulu bahlil tu miskin kaya langsung begini laku allah cabut berkah hidup sadar makanya ngerasa kurang terus,1.0
2025-10-24,bener bener bahlil bajingan,Negatif,bener bener bahlil bajing,0.0
2025-10-24,tunggu azab mu bahlil,Negatif,tunggu azab mu bahlil,2.0
2025-10-24,bahlil sempurna bahlil pernah salah bahlil hebat all hail bahlil,Positif,bahlil sempurna bahlil pernah salah bahlil hebat all hail bahlil,0.0
2025-10-24,bahlil kan,Negatif,bahlil kan,1.0
2025-10-24,organisasi mirip bahlil ommb,Netral,organisasi mirip bahlil ommb,2.0
2025-10-24,tu bahlil,Netral,tu bahlil,1.0
2025-10-24,kek bahlil gitu gayakin gw bakal ngejalanin agama malah kayaknya gapercaya tuhan,Negatif,kek bahlil gitu gayakin gw bakal ngejalanin agama malah kayak gapercaya tuhan,0.0
2025-10-24,pacar bahlil nambah satu njirr enih bocahnya,Positif,pacar bahlil nambah satu njirr enih bocah,0.0
2025-10-24,valid suamiku introvert hampir level max depan yapping non stop yapping begini trus ditambah akhirakhirnya sering yapping hina bahlil pemrentah,Negatif,valid suami introvert hampir level max depan yapping non stop yapping begini trus tambah akhirakhirnya sering yapping hina bahlil pemrentah,1.0
2025-10-24,orgil satu emang beneran kesurupan bahlil,Negatif,orgil satu emang beneran surup bahlil,1.0
2025-10-24,jumatan ngisi kotak amalnya jgn rb mblo naikin dikit lah goceng ceban ngisi rb doang doanya banyak ampe pegel malaikat nyatetnya jumatan sodaranya bahlil,Negatif,jumat ngisi kotak amal jgn rb mblo naikin dikit lah goceng ceban ngisi rb doang doa banyak ampe gel malaikat nyatetnya jumat sodaranya bahlil,2.0
2025-10-24,apa tanggapan kalian soal meme bahlil gaes,Netral,apa tanggap kalian soal meme bahlil gaes,0.0
2025-10-24,pernah ketemu tau kata gemini mirip bahlil,Netral,pernah ketemu tau kata gemini mirip bahlil,1.0
2025-10-24,bahlil mah balur blue band anteng,Negatif,bahlil mah balur blue band anteng,2.0
2025-10-24,pejabat pegawai kementerian esdm diancam bahlil jangan gaya lama dipakai,Netral,jabat pegawai menteri esdm ancam bahlil jangan gaya lama pakai,1.0
2025-10-24,fak td lewat suhat banner bahlil goblok kaget jamsker,Netral,fak td lewat suhat banner bahlil goblok kaget jamsker,1.0
2025-10-24,bonus install apk caranya spay plus login akun ffjwvwp promo job zonauang hamish raisa ran takahashi gibran bahlil jokowi purbaya anies lee know,Netral,bonus install apk cara spay plus login akun ffjwvwp promo job zonauang hamish raisa ran takahashi gibran bahlil jokowi purbaya anies lee know,2.0
2025-10-24,ko najis nyimpen foto bahlil galeri,Netral,ko najis nyimpen foto bahlil galeri,2.0
2025-10-24,motorik bahlil macem wayang,Netral,motorik bahlil macem wayang,0.0
2025-10-24,bahlil,Netral,bahlil,
2025-10-24,ak maw nnti rumahku dikirimin baliho bahlil,Netral,ak maw nnti rumah dikirimin baliho bahlil,2.0
2025-10-24,samain ama bahlil mmk,Netral,samain ama bahlil mmk,0.0
2025-10-24,apus bahlil pfp mu,Netral,apus bahlil pfp mu,2.0
2025-10-24,izin bahlil dulu,Netral,izin bahlil dulu,1.0
2025-10-24,se tiba tiba bahlil,Netral,se tiba tiba bahlil,2.0
2025-10-24,alhamdulillah melu seneng nderr plis ojok enek kata bahlil maneh nang postingan bahagia iki kowe bahagia bojomu bahagia tonggomu bahagia sak suroboyo bahagia bahlil misale,Positif,alhamdulillah melu neng nderr plis ojok enek kata bahlil maneh nang postingan bahagia iki kowe bahagia bojomu bahagia tonggomu bahagia sak suroboyo bahagia bahlil misale,1.0
2025-10-24,otw diluc x bahlil,Negatif,otw diluc x bahlil,0.0
2025-10-24,ngapain simpen foto bahlil tanyakkkk,Netral,ngapain simpen foto bahlil tanyakkkk,2.0
2025-10-24,pegangan tangan be do tangan bahlil,Netral,pegang tangan be do tangan bahlil,0.0
2025-10-24,bahlil kinerjanya isi bensin pertamina vivo shell kosong,Negatif,bahlil kerja isi bensin pertamina vivo shell kosong,0.0
2025-10-24,siang byyyy jawab dicium bahlil,Netral,siang byyyy jawab cium bahlil,1.0
2025-10-24,fakyu bahlil,Netral,fakyu bahlil,0.0
2025-10-24,ak gw dah ajak mamaku loh katanya irit hemat biar kaya raya kaya bahlil,Netral,ak gw dah ajak mama loh kata irit hemat biar kaya raya kaya bahlil,1.0
2025-10-24,bahlil punah,Negatif,bahlil punah,0.0
2025-10-24,ngakak ah ibarat dikasih liminho malah milih bahlil,Negatif,ngakak ah ibarat kasih liminho malah milih bahlil,0.0
2025-10-24,oi bbri bmri penutupan tahun kamu pilih bahlil presiden,Netral,oi bbri bmri tutup tahun kamu pilih bahlil presiden,0.0
2025-10-24,pait y kaya punya bahlil,Negatif,pait y kaya punya bahlil,1.0
2025-10-24,tl gw isinya meme bahlil jirrrr plavenya mana,Negatif,tl gw isi meme bahlil jirrrr plavenya mana,0.0
2025-10-24,stress bahlil,Negatif,stress bahlil,0.0
2025-10-24,cok mikirno bahlil langsung kebelet ngiseng,Negatif,cok mikirno bahlil langsung kebelet ngiseng,0.0
2025-10-24,bahlil lahadalia,Netral,bahlil lahadalia,0.0
2025-10-24,ampg mencoba konsultasi peluang melaporkan parcok nyuruh pulang balik kesini sdh bukti kuat delik umum delik aduan parcok melihat meme delik umum delik aduan bahlil sendri disuruh lapor,Negatif,ampg coba konsultasi peluang lapor parcok nyuruh pulang balik kesini sdh bukti kuat delik umum delik adu parcok lihat meme delik umum delik adu bahlil sendri suruh lapor,0.0
2025-10-24,semangat masi bahlil pukuli,Positif,semangat mas bahlil pukul,1.0
2025-10-24,tak pernah berharap denganmu wahay pak tetap pakai bahlil listyo tito zulhas airlangga erik tohir jokowi,Netral,tak pernah harap dengan wahay pak tetap pakai bahlil listyo tito zulhas airlangga erik tohir jokowi,0.0
2025-10-24,marahin bahlil wi,Negatif,marahin bahlil wi,0.0
2025-10-24,komunikasi pernikahan isinya ngobrol gaje ngobrol besok jajan apa gibahin pemerintah ngatain bahlil,Negatif,komunikasi nikah isi ngobrol gaje ngobrol besok jajan apa gibahin perintah ngatain bahlil,1.0
2025-10-24,kayak bahlil buram ketutup minyak jelanta,Negatif,kayak bahlil buram tutup minyak jelanta,1.0
2025-10-24,meme bahlil,Netral,meme bahlil,
2025-10-24,titlenya bahlil lupa daratan,Negatif,titlenya bahlil lupa darat,0.0
2025-10-24,soalnya ak suka bahlil,Positif,soal ak suka bahlil,1.0
2025-10-24,serve fault bahlil kelewat tinggi,Negatif,serve fault bahlil lewat tinggi,2.0
2025-10-24,tbtb bg bahlil,Positif,tbtb bg bahlil,2.0
2025-10-24,hai branding bahlil lahadalia sering digambarkan pengusaha sukses latar belakang sederhana lahir maluku fokus investasi hilirisasi komoditas nikel batubara citranya terpengaruh kontroversi gelar doktor ui,Positif,hai branding bahlil lahadalia sering gambar usaha sukses latar belakang sederhana lahir malu fokus investasi hilir komoditas nikel batubara citra pengaruh kontroversi gelar doktor ui,1.0
2025-10-24,gua khusnudzon anak muda lg mocking bahlil tinggi ganteng my javanese chilhood called ngliling biasa dilakukan dewasa ketemu bayi,Negatif,gua khusnudzon anak muda lg mocking bahlil tinggi ganteng my javanese chilhood called ngliling biasa laku dewasa ketemu bayi,0.0
2025-10-24,wkwkw kdm baru membuat tutorial mengusir investor indonesia dilakukan bahlil,Negatif,wkwkw kdm baru buat tutorial usir investor indonesia laku bahlil,1.0
2025-10-24,hi bahlil lahadahlia brandingnya apa rate kinerjanya jelasin alasannya,Netral,hi bahlil lahadahlia brandingnya apa rate kerja jelasin alas,1.0
2025-10-24,berkaitan bahlil,Negatif,kait bahlil,0.0
2025-10-24,justru ane suka weezer bang meme bahlil weezer terlalu ngehek,Positif,justru ane suka weezer bang meme bahlil weezer terlalu ngehek,1.0
2025-10-24,betul bund bahlil ponytail,Positif,betul bund bahlil ponytail,1.0
2025-10-24,bahlil tu anjay,Negatif,bahlil tu anjay,1.0
2025-10-24,artinya gasken wong jangankan abdinya majikannya selama periode abis dimemein netijen,Negatif,arti gasken wong jangan abdi majikan lama periode abis dimemein netijen,1.0
2025-10-24,gw bahlil phobia,Negatif,gw bahlil phobia,2.0
2025-10-24,aduh pa bahlil mobil motorku isi bensin apa,Negatif,aduh pa bahlil mobil motor isi bensin apa,0.0
2025-10-24,bahlil asuu,Positif,bahlil asuu,0.0
2025-10-24,memefess meme bahlil banyak nyentil kebijakan tambang gaya orasinya hina fisik arahan utama konten kritis relevan sekadar ejekan kosong fokus fisik jarang sering dianggap kurang substansi mending,Negatif,memefess meme bahlil banyak nyentil bijak tambang gaya orasi hina fisik arah utama konten kritis relevan sekadar ejek kosong fokus fisik jarang sering anggap kurang substansi mending,0.0
2025-10-24,ngatain bahlil,Negatif,ngatain bahlil,
2025-10-24,pencerahan bapak bahlil,Netral,cerah bapak bahlil,0.0
2025-10-24,haha hayolo apa maksudnya lanjutin soal meme bahlil memefess memang cari luas x puluhan kebanyakan satir soal kebijakan tambang gaya bicaranya cari contoh spesifik,Negatif,haha hayolo apa maksud lanjutin soal meme bahlil memefess memang cari luas x puluh banyak satir soal bijak tambang gaya bicara cari contoh spesifik,1.0
2025-10-24,upload meme bahlil,Netral,upload meme bahlil,1.0
2025-10-24,nauzubillah tsumma nauzubillah amal perbuatan dihisab bahlil manusia sanggup menerima konsekuensinya melakukan kejahatan yakin menyesal menyesal,Negatif,nauzubillah tsumma nauzubillah amal buat hisab bahlil manusia sanggup terima konsekuensi laku jahat yakin sesal sesal,0.0
2025-10-24,bahlil mullet jir,Netral,bahlil mullet jir,2.0
2025-10-24,teman penjara meme bahlil,Netral,teman penjara meme bahlil,1.0
2025-10-24,apa jokowi mending bahlil smile,Negatif,apa jokowi mending bahlil smile,0.0
2025-10-24,bahlil dieksekusi mati garagara liat memenya sendiri,Negatif,bahlil eksekusi mati garagara liat memenya sendiri,0.0
2025-10-24,jangan kasih tahu luhut bahlil,Negatif,jangan kasih tahu luhut bahlil,0.0
2025-10-24,tinggal nunggu waktu sampe orangorang ngewitch hunt bahlil wkwk,Negatif,tinggal nunggu waktu sampe orangorang ngewitch hunt bahlil wkwk,0.0
2025-10-24,ketahuan begonya mental moral akhlak dibarengi iman mudah tergelincir nikmat dunia rendah hati dipaksa sombong hedonis komenta bahlil nan goblok unfaedah,Negatif,tahu bego mental moral akhlak bareng iman mudah gelincir nikmat dunia rendah hati paksa sombong hedonis komenta bahlil nan goblok unfaedah,0.0
2025-10-24,oke defensenya bahlil,Netral,oke defensenya bahlil,1.0
2025-10-24,bahlil pernah makan disini,Positif,bahlil pernah makan sini,0.0
2025-10-24,bahlil ditahan,Positif,bahlil tahan,1.0
2025-10-24,otak dangkal sdm rendah menteri sempit mikirnya kira org punya mental kotor kyk eli bahlil ngntd,Negatif,otak dangkal sdm rendah menteri sempit mikirnya kira org punya mental kotor kyk eli bahlil ngntd,1.0
2025-10-24,rp dpt install apk caranya spay plus login akun ffjwvwp info job tom lembong gibran bahlil jokowi purbaya ran takahashi luhut anies adam alis,Netral,rp dpt install apk cara spay plus login akun ffjwvwp info job tom lembong gibran bahlil jokowi purbaya ran takahashi luhut anies adam alis,2.0
2025-10-24,mana berani pak tua nendang bahlil statusnya ketua parpol wkwk,Negatif,mana berani pak tua nendang bahlil status ketua parpol wkwk,0.0
2025-10-24,padahal hiburan pak bahlil dirinya sendiri,Negatif,padahal hibur pak bahlil diri sendiri,0.0
2025-10-24,bersumpah membantah omongan bahlil kekayaannya baru taylor swift suatu hari kaya tetap rendah hati yayasan bayarin sekolah adik jurusan seni,Positif,sumpah ban omong bahlil kaya baru taylor swift suatu hari kaya tetap rendah hati yayasan bayarin sekolah adik jurus seni,1.0
2025-10-24,dong grok meme bahlil,Negatif,dong grok meme bahlil,1.0
2025-10-24,bahlil ubur ubur,Positif,bahlil ubur ubur,0.0
2025-10-24,brengsek kebencian gua bahlil personal cok,Negatif,brengsek benci gua bahlil personal cok,1.0
2025-10-24,akal akalan bahlil inimah nder,Negatif,akal akal bahlil inimah nder,1.0
2025-10-24,hapus jabatan fadli zon bahlil luhut dedi mulyadi,Netral,hapus jabat fadli zon bahlil luhut dedi mulyadi,1.0
2025-10-24,manusia namanya bahlil apa cmn satu doang dunia knp bilang bahlil tersinggung cmn ato memang namanya bahlil gampang trsinggung cmn ato cmn,Negatif,manusia nama bahlil apa cmn satu doang dunia knp bilang bahlil singgung cmn ato memang nama bahlil gampang trsinggung cmn ato cmn,0.0
2025-10-24,tenang isi kajian ust bahlil beresin masalah sepele mah beliau,Negatif,tenang isi kaji ust bahlil resin masalah sepele mah beliau,0.0
2025-10-24,wah jago emak kayak bahlil,Positif,wah jago emak kayak bahlil,1.0
2025-10-24,mirip bahlil biji berdempetan,Negatif,mirip bahlil biji dempet,2.0
2025-10-24,meme bahlil ku bertambah,Positif,meme bahlil ku tambah,0.0
2025-10-24,pasukan bahlil jir,Negatif,pasu bahlil jir,2.0
2025-10-24,bohlal bahlil,Negatif,bohlal bahlil,0.0
2025-10-24,hmm i wish masalahnya tl gua tiga hari isinya bahlil,Negatif,hmm i wish masalah tl gua tiga hari isi bahlil,2.0
2025-10-24,bahlil,Netral,bahlil,
2025-10-24,bahlil cowonya,Negatif,bahlil cowonya,0.0
2025-10-24,menghujat rezim date menghujat pemerintah date menghujat jokowi bahlil antek anteknya date,Negatif,hujat rezim date hujat perintah date hujat jokowi bahlil antek antek date,1.0
2025-10-24,setujuuuu bahlil sekaliaaaan pak,Positif,setujuuuu bahlil sekaliaaaan pak,0.0
2025-10-24,ketikan kek kaga pernah kecintaan bahlil,Negatif,keti kek kaga pernah cinta bahlil,1.0
2025-10-24,rumah bahlil,Positif,rumah bahlil,2.0
2025-10-24,kerjo loh isoke keinget video bahlil dulinan bulutangkis ngguyu deweee faakk,Positif,kerjo loh isoke keinget video bahlil dulinan bulutangkis ngguyu deweee faakk,0.0
2025-10-24,kan bahlil,Negatif,kan bahlil,1.0
2025-10-24,suka becanda suka kamu kamu suka balik hidup bahlil bahlil bandung,Negatif,suka becanda suka kamu kamu suka balik hidup bahlil bahlil bandung,1.0
2025-10-24,bahlil menteri,Netral,bahlil menteri,0.0
2025-10-24,nyadar jahat bahlil,Negatif,nyadar jahat bahlil,0.0
2025-10-24,nghhj gmn bakwan jagung ternyata bahlil,Negatif,nghhj gmn bakwan jagung nyata bahlil,1.0
2025-10-24,bahlil idol,Netral,bahlil idol,0.0
2025-10-24,ngetik sendiri lupa sendiri maklum bininya bahlil,Negatif,ngetik sendiri lupa sendiri maklum bini bahlil,0.0
2025-10-24,serangan media sosial bahlil merupakan bentuk framing negatif berdasarkan fakta katanya kayak pernah lihat pakai rompi oranye,Negatif,serang media sosial bahlil rupa bentuk framing negatif dasar fakta kata kayak pernah lihat pakai rompi oranye,0.0
2025-10-24,pokony atur org ship siapa smoga jodoh bahlil mampus,Negatif,pokony atur org ship siapa smoga jodoh bahlil mampus,1.0
2025-10-24,joko widodon subianton bahlil lahdalion luhut pandjaiton,Netral,joko widodon subianton bahlil lahdalion luhut pandjaiton,2.0
2025-10-24,hai kabarnya habis mendekam membuat meme bahlil,Netral,hai kabar habis dekam buat meme bahlil,0.0
2025-10-24,bahlil mungkin kelakuan kalian jahat dibanding berarti elu jahat dong,Negatif,bahlil mungkin laku kalian jahat banding arti elu jahat dong,0.0
2025-10-24,km hbis ritwit meme bahlil kh,Netral,km hbis ritwit meme bahlil kh,1.0
2025-10-24,memefess temukan meme terkait bahlil diposting kebanyakan menyentil kebijakan penampilannya gaya yeet keseluruhan x jumlahnya ratusan topiknya viral belakangan ingat pengumuman memefess meme,Netral,memefess temu meme kait bahlil diposting banyak sentil bijak tampil gaya yeet seluruh x jumlah ratus topik viral belakang ingat umum memefess meme,0.0
2025-10-24,mimpi bahlil,Netral,mimpi bahlil,2.0
2025-10-24,berapa jumlah meme terkait bahlil,Netral,berapa jumlah meme kait bahlil,0.0
2025-10-24,bahlil ubur,Positif,bahlil ubur,0.0
2025-10-24,kannnnn bahlil mullet tu mana galeriku bersanding keonho,Positif,kannnnn bahlil mullet tu mana galeri sanding keonho,1.0
2025-10-24,punya harga diri harusnya harakiri minimal mundur jabatannya emang bahlil produk bener,Negatif,punya harga diri harus harakiri minimal mundur jabat emang bahlil produk bener,1.0
2025-10-24,najis wonhan dijejerin bahlil,Netral,najis wonhan dijejerin bahlil,0.0
2025-10-24,bahlil kuooontoooollllll,Negatif,bahlil kuooontoooollllll,0.0
2025-10-24,bahlil apa,Negatif,bahlil apa,1.0
2025-10-24,lucunya subjektif tergantung konteks audiens meme bahlil biasanya relatable lokal satire politik seharihari indonesia ngakak bareng ntr dewasa niche elemen dramatis intens cocok penggemar,Positif,lucu subjektif gantung konteks audiens meme bahlil biasa relatable lokal satire politik seharihari indonesia ngakak bareng ntr dewasa niche elemen dramatis intens cocok gemar,1.0
2025-10-24,meme ntr dewasa meme bahlil lucu mana,Netral,meme ntr dewasa meme bahlil lucu mana,1.0
2025-10-24,posting meme bahlil,Netral,posting meme bahlil,1.0
2025-10-24,setahun berlalu esdm terus bergerak membawa semangat energi rakyat tangan menteri esdm bahlil lahadalia kedaulatan energi wacana kenyataan dirasakan seluruh lapisan masyarakat,Positif,tahun lalu esdm terus gerak bawa semangat energi rakyat tangan menteri esdm bahlil lahadalia daulat energi wacana nyata rasa seluruh lapis masyarakat,1.0
2025-10-24,aduin bahlil yaaa,Negatif,aduin bahlil yaaa,0.0
2025-10-24,apasih engga istri bahlil,Negatif,apasih engga istri bahlil,1.0
2025-10-24,ntr menyelamatkan indonesia siapa termasuk bahlil genre fiksi cocok hiburan pribadi solusi politik nyata masalah negara butuh kebijakan konkret inovasi ekonomi kepemimpinan visioner plot twist dramatis ala,Negatif,ntr selamat indonesia siapa masuk bahlil genre fiksi cocok hibur pribadi solusi politik nyata masalah negara butuh bijak konkret inovasi ekonomi pimpin visioner plot twist dramatis ala,1.0
